id,translation
ID_ME_DE_SHARONCARTER_ECM_ANNOUNCE,Recruit Sharon Carter
ID_ME_BO_SHARONCARTER_ECM_ANNOUNCE,"Commander,\n\n<color=#fff568>You're needed for this secret S.T.R.I.K.E. mission</color>:\nJoin Sharon Carter as she infiltrates a Hydra-run dimension to prevent a new secret weapon from destroying S.T.R.I.K.E.\n\nEach node in the Conspiracy Theories Event Campaign rewards <color=#fff568>Saboteur Orb Fragments</color> that contain select characters with the limited-time <color=#fff568>Saboteur</color> trait (excluding legendary characters, Longshot, Symbiote Spider-Man, Emma Frost, and Coulson).\n\nFor this event, the <color=#fff568>Medium Difficulty</color> will have no trait restrictions.\n\nFor the list of characters using the <color=#fff568>Saboteur trait</color> filter your roster using: <color=#fff568>Saboteur</color>.\n\n"
ID_ME_NA_ALLIANCE_DONATION,War Effort - Alliance Donation Event
ID_ME_DE_ALLIANCE_DONATION,Additional Alliance Donation Rewards!
ID_ME_BO_ALLIANCE_DONATION,"Commander,\n\nFor the next week, War Energy Refills, War Defense Boosts, and additional Gold have been added to the Alliance Donation Milestone Rewards. Donate to increase your Alliance level and receive the new rewards!"
ID_ME_NA_BLUEGEAR_BLITZ,LIMITED: Gear Strike: Blue
ID_ME_DE_BLUEGEAR_BLITZ,24-hour Blitz to earn Gear!
ID_ME_BO_BLUEGEAR_BLITZ,"Commander,\n\nPower up your squads with a <color=#fff568>1-day Gear Strike: Blue Blitz</color>!\n\nFor a limited time, rack up big rewards as you Blitz your way to Blue Gear Raid Orbs.\n\nFor the next 24 hours, blitz to the top of the leaderboard to earn Blue Gear Raid Orb Fragments and gets tons of gear.\n\nDon't miss this limited-time event!"
ID_ME_NA_BLUEGEAR_BLITZ_1HOUR_COOLDOWN,Gear Strike: Blue
ID_ME_DE_BLUEGEAR_BLITZ_1HOUR_COOLDOWN,Limited time only!
ID_ME_BO_BLUEGEAR_BLITZ_1HOUR_COOLDOWN,"Commander,\n\nFor this Blitz, the cooldown period to reuse characters will be <color=#fff568>one hour</color> instead of the normal two hours!\n\nTake advantage of this special cooldown to save your Blitz Charges, fight in more Blitz battles, and hit more Milestone Rewards to earn additional Blue Gear Raid Orb Fragments."
ID_ME_NA_CATALYSTCATACLYSM_ANNOUNCE,Catalyst Cataclysm
ID_ME_DE_CATALYSTCATACLYSM_ANNOUNCE,3x Basic Catalysts from Campaign
ID_ME_BO_CATALYSTCATACLYSM_ANNOUNCE,"For 24-hours only, earn <color=#fff568>3x Basic Catalysts</color> from select Campaign missions:\n\nHeroes 7-6 : Superior Basic Catalyst Part\nVillains 7-3 : Superior Basic Catalyst Part\nNexus 8-3: Superior Basic Catalyst Part\nVillains 2-6 : Improved Basic Catalyst\nVillains 4-6 : Improved Basic Catalyst\nVillains 6-6 : Improved Basic Catalyst\nNexus 1-6 : Improved Basic Catalyst\nNexus 2-6 : Advanced Basic Catalyst Part\nNexus 4-3 : Advanced Basic Catalyst Part\nNexus 6-6 : Advanced Basic Catalyst Part\nCosmic 1-3 : Advanced Basic Catalyst Part\nCosmic 3-3 : Advanced Basic Catalyst Part\nMystic 1-3 : Advanced Basic Catalyst Part\nMystic 3-3 : Advanced Basic Catalyst Part\nDoom 1-3: Superior Basic Catalyst Part\n\nYou can easily find these by looking for the ""Bonus"" text under each Campaign chapter."
ID_ME_NA_ENERGY_OVERLOAD,LIVE: Energy Overload
ID_ME_DE_ENERGY_OVERLOAD,Double your Campaign energy!
ID_ME_BO_ENERGY_OVERLOAD,"Commander,\n\nFor 24 hours, the amount of Campaign Energy when purchased will be doubled from <color=#fff568>120</color> to <color=#fff568>240</color>!\n\nUse your Campaign Energy to collect more gear and upgrade your characters!"
ID_ME_NA_GEARBLOWOUT,Gear Blowout
ID_ME_DE_GEARBLOWOUT,Reduced Main Store prices
ID_ME_BO_GEARBLOWOUT,"For 24 hours only, items in the Main Store sold for Gold and the cost to refresh Main Store Supplies will be <color=#fff568>20%</color> off. Use this time to save on gear in the Main Store!"
ID_ME_NA_GOLDCONQUEST_BLITZ,LIMITED: Gold Conquest
ID_ME_DE_GOLDCONQUEST_BLITZ,24-hour Blitz to earn Gold Orbs!
ID_ME_BO_GOLDCONQUEST_BLITZ,"Commander,\n\nStrike Gold with a 1-day Gold Conquest Blitz!\n\nFor a limited time, rack up big Gold payouts as you Blitz your way to Gold Orb Fragments.\n\nFor the next 24 hours, fight through the opposition to earn <color=#fff568>Gold Orb Fragments</color>. Work your way up the leaderboard through percentage ranks to earn at least 500 Gold Orb Fragments with a chance to earn up to 4 full orbs.\n\nDon't miss the mark; stockpile Gold and improve your roster!"
ID_ME_NA_ORANGEGEAR_BLITZ,LIMITED: Gear Strike: Orange
ID_ME_DE_ORANGEGEAR_BLITZ,24-hour Blitz to earn Gear!
ID_ME_BO_ORANGEGEAR_BLITZ,"Commander,\n\nPower up your squads with a 1-day Gear Strike: Orange Blitz!\n\nFor a limited time, rack up big rewards as you Blitz your way to Orange and Purple Gear Raid Orbs.\n\nFor the next 24 hours, blitz through the opposition to earn Orange Gear Raid Orb Fragments. Work your way up the leaderboard through percentage ranks to earn at least 500 <color=#fff568>Orange Gear Raid Orb Fragments</color> with a chance to earn up to 5 full orbs.\n\nDon't miss this limited-time event!"
ID_ME_NA_ORANGEGEAR_BLITZ_1HOUR_COOLDOWN,Gear Strike: Orange
ID_ME_DE_ORANGEGEAR_BLITZ_1HOUR_COOLDOWN,Limited time only!
ID_ME_BO_ORANGEGEAR_BLITZ_1HOUR_COOLDOWN,"Commander,\n\nFor this Blitz, the cooldown period to reuse characters will be <color=#fff568>one hour</color> instead of the normal two hours!\n\nTake advantage of this special cooldown to save your Blitz Charges, fight in more Blitz battles, and hit more Milestone Rewards to earn additional Orange Gear Raid Orb Fragments."
ID_ME_NA_ORB_AVALANCHE_MILESTONE_TEASER,Coming Soon: Orb Avalanche
ID_ME_DE_ORB_AVALANCHE_MILESTONE_TEASER,Open Orbs for rewards!
ID_ME_BO_ORB_AVALANCHE_MILESTONE_TEASER,"Commander,\n\nA new limited-time milestone will be coming soon! Win rewards just by <color=#fff568>opening select Orbs</color> with this new frosty milestone. Be sure to keep an eye out for additional ways to earn more orbs through new events!\n\nGood luck, Commander."
ID_ME_NA_ORB_AVALANCHE_MILESTONE_ANNOUNCE,NEW! Orb Avalanche
ID_ME_DE_ORB_AVALANCHE_MILESTONE_ANNOUNCE,Open Orbs for rewards!
ID_ME_BO_ORB_AVALANCHE_MILESTONE_ANNOUNCE,"Commander,\n\nParticipate in the new <color=#fff568>Orb Avalanche Milestone</color> today! Earn milestone points by opening any of the following orbs to earn <color=#fff568>character shards</color>, <color=#fff568>Snow Globe Orb Fragments</color>, and other <color=#fff568>special items</color>!\n\n- Basic Orb\n- Blue Gear Raid Orb\n- Purple Gear Raid Orb\n- Ability Orb\n- Training Orb\n- Blitz Orb\n- Premium Orb\n- Red Star Orb\n- Raid Orb\n- Kingpin's Vault\n- Orange Gear Raid Orb\n- Gold Orb\n- Ultimus Orb\n- Mega Orb\n- Legacy I Orb"
ID_ME_NA_ORB_STORM_ANNOUNCE_WITHMILESTONE,LIVE: Orb Storm
ID_ME_DE_ORB_STORM_ANNOUNCE_WITHMILESTONE,4x Basic Orb Fragments from Campaign
ID_ME_BO_ORB_STORM_ANNOUNCE_WITHMILESTONE,"Commander,\n\nEarn <color=#fff568>4x</color> Basic Orbs Fragments from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and open as many Basic Orbs as you can to earn points for the ongoing Orb Avalanche Milestone!\n\nGood luck, Commander!"
ID_ME_NA_ORB_STORM_ANNOUNCE,LIVE: Orb Storm
ID_ME_DE_ORB_STORM_ANNOUNCE,4x Basic Orb Fragments from Campaign
ID_ME_BO_ORB_STORM_ANNOUNCE,"Commander,\n\nEarn <color=#fff568>4x</color> Basic Orbs Fragments from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and earn more Basic Orbs during this limited-time Bonus Event!"
ID_ME_NA_PURPLEGEAR_BLITZ,LIMITED: Gear Strike: Purple
ID_ME_DE_PURPLEGEAR_BLITZ,24-hour Blitz to earn Gear!
ID_ME_BO_PURPLEGEAR_BLITZ,"Commander,\n\nPower up your squads with a <color=#fff568>1-day Gear Strike: Purple Blitz</color>!\n\nFor a limited time, rack up big rewards as you Blitz your way to Purple Gear Raid Orbs.\n\nFor the next 24 hours, blitz to the top of the leaderboard to earn Purple Gear Raid Orb Fragments and gets tons of gear.\n\nDon't miss this limited-time event!"
ID_ME_NA_PURPLEGEAR_BLITZ_1HOUR_COOLDOWN,Gear Strike: Purple
ID_ME_DE_PURPLEGEAR_BLITZ_1HOUR_COOLDOWN,Limited time only!
ID_ME_BO_PURPLEGEAR_BLITZ_1HOUR_COOLDOWN,"Commander,\n\nFor this Blitz, the cooldown period to reuse characters will be <color=#fff568>one hour</color> instead of the normal two hours!\n\nTake advantage of this special cooldown to save your Blitz Charges, fight in more Blitz battles, and hit more Milestone Rewards to earn additional Purple Gear Raid Orb Fragments."
ID_ME_NA_QUARTERBLITZ_TEASER,Quarter Blitz
ID_ME_DE_QUARTERBLITZ_TEASER,Compete in more Blitz Battles
ID_ME_BO_QUARTERBLITZ_TEASER,Lookout for two upcoming <color=#fff568>4 hour long Quarter Blitz</color> event where the cost of recharging a character never goes above <color=#fff568>5 Blitz Charges</color>! Be sure to take advantage of this limited-time upcoming event!
ID_ME_NA_QUARTERBLITZ,Quarter Blitz
ID_ME_DE_QUARTERBLITZ,Do more Blitz Battles
ID_ME_BO_QUARTERBLITZ,"Commander,\n\nThe cost of recharging a character never goes above 5 Blitz Charges. Act quickly, this event only lasts four hours! Use this time wisely to climb the ranks as far as you can.\n\nGood luck, Commander!"
ID_ME_NA_RAIDFRENZY,Raid Frenzy
ID_ME_DE_RAIDFRENZY,Reduced Raid prices
ID_ME_BO_RAIDFRENZY,"For 24 hours only, the cost to use Raid Health Packs to heal and revive your roster as well as the cost to purchase more Raid Energy will be reduced by <color=#fff568>20%</color>. Use this extra time to fight in more Raid battles and hit milestones!"
ID_ME_NA_RAININGGOLD,Raining Gold
ID_ME_DE_RAININGGOLD,Increased Gold from Campaign!
ID_ME_BO_RAININGGOLD_50,"Commander,\n\nFor a limited time earn <color=#fff568>50%</color> more Gold from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and earn more Gold to upgrade your characters!"
ID_ME_BO_RAININGGOLD_25,"Commander,\n\nFor a limited time earn <color=#fff568>25%</color> more Gold from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and earn more Gold to upgrade your characters!"
ID_ME_BO_RAININGGOLD_75,"Commander,\n\nFor a limited time earn <color=#fff568>75%</color> more Gold from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and earn more Gold to upgrade your characters!"
ID_ME_BO_RAININGGOLD_100,"For 24-hours only, make it rain by earning <color=#fff568>2x</color> Gold from Campaigns!"
ID_ME_NA_REDRAMPAGE,Red Stars Rampage Blitz
ID_ME_DE_REDRAMPAGE,Earn Red Star Orbs!
ID_ME_BO_REDRAMPAGE,"For 24 hours, face off against other players' teams to earn Red Star Orbs from milestones and rank rewards! Your Red Stars Rampage Blitz squads must have characters with 4 gold stars and higher. Be strategic, your characters share the same cooldowns between the Orb Assault Blitz and Red Stars Rampage Blitz."
ID_ME_NA_REDSTARRAMPAGEX2,Red Stars Rampage
ID_ME_DE_REDSTARRAMPAGEX2,Back-to-back Blitzes this weekend
ID_ME_BO_REDSTARRAMPAGEX2,"For this weekend only, the 24-hour Red Stars Rampage Blitz will run twice, back to back!\n\n- December 15 at 4:00PM (PST), running concurrently with the last day of the Symbiotic Terror Blitz\n- December 16 at 4:00PM (PST), running concurrently with the Orb Assault Blitz\n\nRemember that your characters share the same cooldown across concurrent Blitzes, so be strategic with how you use your Blitz Charges. Don't miss this chance to earn up to 10 Red Star Orbs by finishing all the milestones and placing in the Top 10%!"
ID_ME_NA_REDRAMPAGE_1HOUR_COOLDOWN,Red Stars Rampage
ID_ME_DE_REDRAMPAGE_1HOUR_COOLDOWN,Limited time only!
ID_ME_BO_REDRAMPAGE_1HOUR_COOLDOWN,"Commander,\n\nFor this Blitz, the cooldown period to reuse characters will be <color=#fff568>one hour</color> instead of the normal two hours!\n\nTake advantage of this special cooldown to save your Blitz Charges, fight in more Blitz battles, and hit more Milestone Rewards to earn additional Red Star Orb Fragments."
ID_ME_NA_REENERGIZE_50,Re-Energize
ID_ME_DE_REENERGIZE_50,Reduced refresh cost
ID_ME_BO_REENERGIZE_50,The cost to purchase <color=#fff568>120 Campaign Energy</color> (excluding Iso-8 Campaign Energy) will remain at <color=#fff568>50 Power Cores</color> for the next <color=#fff568>24 hours</color>. Use this time to collect as much gear and character shards as you can!
ID_ME_NA_DOUBLETRAINING,Train and Gain
ID_ME_DE_DOUBLETRAINING,Increased Training Modules from Campaign!
ID_ME_BO_DOUBLETRAINING,"Commander,\n\nFor a limited time earn <color=#fff568>double</color> Training Modules from Campaigns for the next <color=#fff568>24 hours</color>.\n\nHurry and earn more Training Modules to upgrade your characters!"
ID_ME_NA_BONUS_XP,XP Throttle
ID_ME_DE_BONUS_XP,Doubled Commander XP from Campaigns!
ID_ME_BO_BONUS_XP,"Commander,\n\nFor a limited time earn <color=#fff568>2x</color> Commander XP from Campaigns.\n\nEarn more Commander XP to level up faster!"
ID_ME_NA_BONUS_ISO_XP,XP Overdrive
ID_ME_DE_BONUS_ISO_XP,Bonus Commander XP added to Isotope-8 Campaign!
ID_ME_BO_BONUS_ISO_XP,"Commander,\n\nFor a limited time, earn <color=#fff568>Commander XP</color> from Isotope-8 Campaign nodes.\n\nEarn more Commander XP to level up faster!"
ID_ME_NA_10FOR10_TEASER,Coming Soon: 10 for 10
ID_ME_DE_10FOR10_TEASER,Limited time only!
ID_ME_BO_10FOR10_TEASER,"Commander,\n\nBe on the lookout for a limited time deal where you will be able to spend <color=#fff568>10 Power Cores</color> to get <color=#fff568>10 shards</color> of a character currently available in Campaign Missions.\n\nCheck back soon for this limited time deal!"
ID_ME_NA_10FOR10_ANNOUNCE,10 for 10 is Back!
ID_ME_DE_10FOR10_ANNOUNCE,Limited time only
ID_ME_BO_10FOR10_ANNOUNCE,"Commander,\n\nFor a limited time: Spend <color=#fff568>10 Power Cores</color> and get <color=#fff568>10 shards</color> for a character currently available in Campaign Missions.\n\nCheck the <color=#fff568>Offers</color> section daily for this exclusive offer until Super Sale Saturday!\n\nBe sure to wait for the confirmation pop-up to see which character shards you received."
ID_ME_NA_10FOR10_ANNOUNCE_V2,10 for 10 is Back!
ID_ME_DE_10FOR10_ANNOUNCE_V2,Limited time only
ID_ME_BO_10FOR10_ANNOUNCE_V2,"Commander,\n\nFor a limited time: Spend <color=#fff568>10 Power Cores</color> and get <color=#fff568>10 shards</color> of a character currently available in Campaign Missions.\n\nCheck the <color=#fff568>Offers</color> section daily for this limited time deal!\n\nBe sure to wait for the confirmation pop-up to see which character shards you received."
ID_ME_NA_REDSTAR_SALE,Red Star Sale!
ID_ME_DE_REDSTAR_SALE,One day only deals!
ID_ME_BO_REDSTAR_SALE,"Red Star Deals are here! Save on Red Stars, but act quickly - these deals are only here for one day.\n\nEarn Elite 4 Credits when you purchase any of these <color=#fff568>four offers</color>! (Max number of purchases on all four will guarantee one Elite 4 Star Orb)\n- <color=#fff568>Red Star Orb Bundle</color>\n- <color=#fff568>Red Star Mega Bundle</color>\n- <color=#fff568>Red Star Bundle</color>\n- <color=#fff568>Red Star Super Bundle</color>\n\nCan't get enough Red Stars? Check out these additional offers purchasable with <color=#fff568>Power Cores</color>:\n- Red Star Draft\n- Exclusive Offer"
ID_ME_NA_REDSTAR_SATURDAY_C,Red Star Sale!
ID_ME_DE_REDSTAR_SATURDAY_C,One day only deals!
ID_ME_BO_REDSTAR_SATURDAY_C,"Red Star Deals are here! Save on Red Stars, but act quickly - these deals are only here for one day.\n\nEarn Elite 4 Credits when you purchase any of the following offers (Max number of purchases on all of the following will guarantee one Elite 4 Star Orb).\n- <color=#fff568>Red Star Orb Bundle</color>\n- <color=#fff568>Red Star Mega Bundle</color>\n- <color=#fff568>Red Star Bundle</color>\n- <color=#fff568>Red Star Super Bundle</color>\n- <color=#fff568>Red Star Orb Pack</color>\n\nCan't get enough Red Stars? Check out additional offers purchasable by Power Cores!"
ID_ME_NA_SUPERSALESATURDAY_TEASER,Coming Soon: Super Sale Saturday
ID_ME_DE_SUPERSALESATURDAY_TEASER,One day only
ID_ME_BO_SUPERSALESATURDAY_TEASER,"Log in this weekend to take part in our special, 24-hour event offering amazing deals you don't want to miss!"
ID_ME_NA_SUPERSALESATURDAY_ANNOUNCEMENT,Super Sale Saturday
ID_ME_DE_SUPERSALESATURDAY_ANNOUNCEMENT,One day only deals!
ID_ME_BO_SUPERSALESATURDAY_ANNOUNCEMENT,"Super Sale Saturday is here! Save over 70% on the following:\n\n- Characters\n- Power Cores\n- Gold\n- Red Stars\n- Premium Orbs\n- Mega Orbs\n- Campaign Energy\n- Gear\n- War Resources and more!\n\nGo to the Offers section in the Store to take advantage of these amazing, limited-time deals!"
ID_ME_NA_SUPERSALESUNDAY_ANNOUNCE,Super Sale Sunday
ID_ME_DE_SUPERSALESUNDAY_ANNOUNCE,2 day only deals!
ID_ME_BO_SUPERSALESUNDAY_ANNOUNCE,"<color=#fff568>Super Sale Sunday</color> is here! Save on the following:\n\n- Characters\n- Gold\n- Red Stars\n- Mega Orbs\n- Premium Orbs\n- Gear and more!\n\nGo to the <color=#fff568>Offers section</color> in the Store to take advantage of these amazing, limited-time deals!"
ID_ME_NA_SINISTERASSEMBLYSALE_ANNOUNCE,Sinister Assembly Sale
ID_ME_DE_SINISTERASSEMBLYSALE_ANNOUNCE,Limited-time savings!
ID_ME_BO_SINISTERASSEMBLYSALE_ANNOUNCE,"Commander,\n\nSnatch and grab big savings during the Sinister Assembly Sale. Enjoy Sinister Credit bundles that give you Sinister Assembly milestone progress, <color=#fff568>daily discounts</color> on character shards, and <color=#fff568>offers</color> for Gold, Energy, and more!"
ID_ME_NA_SINISTERASSEMBLYSALE_ENDING,Sale Ending Soon
ID_ME_DE_SINISTERASSEMBLYSALE_ENDING,Sinister Assembly Sale
ID_ME_BO_SINISTERASSEMBLYSALE_ENDING,"Commander,\n\nThe Sinister Assembly Sale is ending soon! Hurry and save on Sinister Credit bundles that give you Sinister Assembly milestone progress, character shards, Gold, Energy, Sinister Credit bundles, and more."
ID_ME_NA_ASGARDIAN_RS_FEATURING_ANNOUNCE,Red Star Featured Team
ID_ME_DE_ASGARDIAN_RS_FEATURING_ANNOUNCE,Featured Characters: Asgardian
ID_ME_BO_ASGARDIAN_RS_FEATURING_ANNOUNCE,"Commander,\n\nFor a limited time only, select <color=#fff568>Asgardian characters</color> are now featured in <color=#fff568>Red Star Orbs</color> and <color=#fff568>Elite 4 Star Orbs</color> at an increased drop rate.\n\nThe following characters each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Loki\n- Hela\n- Thor\n\nDon't miss your chance to get Red Stars for your Asgardian team!"
ID_ME_NA_ASGARDIAN_RS_FEATURING_END,Red Star feat. Asgardian
ID_ME_DE_ASGARDIAN_RS_FEATURING_END,1 day left!
ID_ME_BO_ASGARDIAN_RS_FEATURING_END,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star</color> drops.\n\nThe following characters each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Loki\n- Hela\n- Thor"
ID_ME_NA_ASGARDIAN_TRIO_RS_FEATURING_ANNOUNCE,Red Star Featuring
ID_ME_DE_ASGARDIAN_TRIO_RS_FEATURING_ANNOUNCE,Featured Characters: Asgardian
ID_ME_BO_ASGARDIAN_TRIO_RS_FEATURING_ANNOUNCE,"Commander,\n\nFor a limited time only, select <color=#fff568>Asgardian characters</color> are now featured in all <color=#fff568>Red Star Orbs</color> at an increased drop rate.\n\nThe following characters each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Sif\n- Heimdall\n- Thor\n\nDon't miss your chance to get Red Stars for your Asgardian team!"
ID_ME_NA_ASGARDIAN_TRIO_RS_FEATURING_ENDING,Red Star feat. Asgardian
ID_ME_DE_ASGARDIAN_TRIO_RS_FEATURING_ENDING,1 day left!
ID_ME_BO_ASGARDIAN_TRIO_RS_FEATURING_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star</color> drops.\n\nThe following characters each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Sif\n- Heimdall\n- Thor"
ID_ME_NA_BLACKORDER_RS_FEATURING,Red Star feat. Black Order!
ID_ME_DE_BLACKORDER_RS_FEATURING,Increased Red Star drops
ID_ME_BO_BLACKORDER_RS_FEATURING,"Commander,\n\nFor a limited-time only, <color=#fff568>select Black Order characters</color> are now featured in <color=#fff568>all Red Star Orbs</color> at an increased drop rate.\n\nThe following characters have a <color=#fff568>5%</color> drop rate for 1-7 Red Stars -- for a total of <color=#fff568>15%</color> featuring:\n\n- Ebony Maw\n- Thanos\n- Cull Obsidian\n\nDon't miss your chance to add Red Stars to your Black Order team!"
ID_ME_NA_BLACKORDER_RS_FEATURING_ENDING,ENDING: Red Star Featuring
ID_ME_DE_BLACKORDER_RS_FEATURING_ENDING,1 day left!
ID_ME_BO_BLACKORDER_RS_FEATURING_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star Orb</color> drops.\n\nThe following characters will each have a 5% drop rate for 1-7 Red Stars -- for a total of 15% featuring:\n\n- Ebony Maw\n- Thanos\n- Cull Obsidian\n\nDon't miss your chance to add Red Stars to your Black Order team!"
ID_ME_NA_BROTHERHOOD_RS_FEATURING,Red Star Featured Team
ID_ME_DE_BROTHERHOOD_RS_FEATURING,Featured Characters: Brotherhood
ID_ME_BO_BROTHERHOOD_RS_FEATURING,"Commander,\n\nFor a limited time only, select <color=#fff568>Brotherhood characters</color> are now featured in <color=#fff568>Red Star Orbs</color> at an increased drop rate.\n\nThe following characters will each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Magneto\n- Mystique\n- Sabretooth\n\nDon't miss your chance to get Red Stars for your Brotherhood team!"
ID_ME_NA_COSMICHERO_RS_FEATURING_START,Red Star feat. Cosmic Heroes!
ID_ME_DE_COSMICHERO_RS_FEATURING_START,Increased Red Star drops for select characters
ID_ME_BO_COSMICHERO_RS_FEATURING_START,"Commander,\n\nFor a limited-time only, <color=#fff568>select Cosmic Hero characters</color> are now featured in <color=#fff568>all Red Star Orbs</color> at an increased drop rate.\n\nThe following characters have a <color=#fff568>3%</color> drop rate for 1-7 Red Stars -- for a total of <color=#fff568>18%</color> featuring:\n\n- America Chavez\n- Karnak\n- Doctor Strange\n- Rocket Raccoon\n- Heimdall\n- The Thing\n\nDon't miss your chance to enhance your Cosmic Heroes for the <color=#fff568>Enter the Black Order</color> event campaign!"
ID_ME_NA_COSMICHERO_RS_FEATURING_ENDING,ENDING: Red Star Featuring
ID_ME_DE_COSMICHERO_RS_FEATURING_ENDING,1 day left!
ID_ME_BO_COSMICHERO_RS_FEATURING_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>select Cosmic Hero character</color> drops.\n\nThe following characters will each have a 3% drop rate for 1-7 Red Stars -- for a total of 18% featuring:\n\n- America Chavez\n- Karnak\n- Doctor Strange\n- Rocket Raccoon\n- Heimdall\n- The Thing"
ID_ME_NA_FANTASTICFOUR_RS_FEATURING_START,Red Star Featured Team
ID_ME_DE_FANTASTICFOUR_RS_FEATURING_START,Featured Characters: Fantastic Four
ID_ME_BO_FANTASTICFOUR_RS_FEATURING_START,"Commander,\n\nFor a limited time only, select <color=#fff568>Fantastic Four characters</color> are now featured in <color=#fff568>Red Star Orbs</color> and <color=#fff568>Elite 4 Star Orbs</color> at an increased drop rate.\n\nThe following characters will each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Invisible Woman\n- Mister Fantastic\n- The Thing\n\nDon't miss your chance to get Red Stars for your Fantastic Four team!"
ID_ME_NA_FANTASTICFOUR_RS_FEATURING_END,Red Star feat. Fantastic Four
ID_ME_DE_FANTASTICFOUR_RS_FEATURING_END,1 day left!
ID_ME_BO_FANTASTICFOUR_RS_FEATURING_END,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star</color> drops.\n\nThe following characters will each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Invisible Woman\n- Mister Fantastic\n- The Thing"
ID_ME_NA_GUARDIAN_RS_FEATURING_START,Red Star Featured Team
ID_ME_DE_GUARDIAN_RS_FEATURING_START,Featured Characters: Guardian
ID_ME_BO_GUARDIAN_RS_FEATURING_START,"Commander,\n\nFor a limited time only, select <color=#fff568>Guardian characters</color> are now featured in <color=#fff568>Red Star Orbs</color> and <color=#fff568>Elite 4 Star Orbs</color> at an increased drop rate.\n\nThe following characters will each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Star Lord\n- Mantis\n- Drax\n\nDon't miss your chance to get Red Stars for your Guardian team!"
ID_ME_NA_GUARDIAN_RS_FEATURING_ENDING,Red Star feat. Guardian
ID_ME_DE_GUARDIAN_RS_FEATURING_ENDING,1 day left!
ID_ME_BO_GUARDIAN_RS_FEATURING_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star</color> drops.\n\nThe following characters will each have a 5% drop rate for 1-4 Red Stars -- for a total of 15% featuring:\n\n- Star Lord\n- Mantis\n- Drax\n\n"
ID_ME_NA_INHUMANS_RS_FEATURING_START,Red Star feat. Inhumans!
ID_ME_DE_INHUMANS_RS_FEATURING_START,Increased Red Star drops
ID_ME_BO_INHUMANS_RS_FEATURING_START,"Commander,\n\nFor a limited-time only, <color=#fff568>select Inhuman characters</color> are now featured in <color=#fff568>all Red Star Orbs</color> at an increased drop rate.\n\nThe following characters have a <color=#fff568>5%</color> drop rate for 1-7 Red Stars -- for a total of <color=#fff568>15%</color> featuring:\n\n- Black Bolt\n- Crystal\n- Karnak\n\nDon't miss your chance to add Red Stars to your <color=#fff568>Inhuman</color> team!"
ID_ME_NA_INHUMANS_RS_FEATURING_ENDING,ENDING: Red Star Featuring
ID_ME_DE_INHUMANS_RS_FEATURING_ENDING,1 day left!
ID_ME_BO_INHUMANS_RS_FEATURING_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star Orb</color> drops.\n\nThe following characters will each have a 5% drop rate for 1-7 Red Stars -- for a total of 15% featuring:\n\n- Black Bolt\n- Crystal\n- Karnak\n\nDon't miss your chance to add Red Stars to your <color=#fff568>Inhuman</color> team!"
ID_ME_NA_RS_FEATURING_INHUMAN_TRIO,Red Star feat. Inhumans!
ID_ME_DE_RS_FEATURING_INHUMAN_TRIO,Increased Red Star drops
ID_ME_BO_RS_FEATURING_INHUMAN_TRIO,"Commander,\n\nFor a limited-time only, <color=#fff568>select Inhumans</color> are now featured in <color=#fff568>all Red Star Orbs</color> at an increased drop rate.\n\nThe following characters have a <color=#fff568>5%</color> drop rate for 1-7 Red Stars -- for a total of <color=#fff568>15%</color> featuring:\n\n- Black Bolt\n- Karnak\n- Crystal\n\nDon't miss your chance to add Red Stars to your Inhuman team!"
ID_ME_NA_RS_FEATURING_INHUMAN_TRIO_ENDING,ENDING: Red Star Featuring
ID_ME_DE_RS_FEATURING_INHUMAN_TRIO_ENDING,1 day left!
ID_ME_BO_RS_FEATURING_INHUMAN_TRIO_ENDING,"Commander,\n\nThere's only one day left for increased <color=#fff568>Red Star Orb</color> drops.\n\nThe following characters will each have a 5% drop rate for 1-7 Red Stars -- for a total of 15% featuring:\n\n- Black Bolt\n- Karnak\n- Crystal\n\nDon't miss your chance to add Red Stars to your Inhuman team!"
